Time_Stamp,Temperature (°C),RPM,Fuel_Efficiency,Vibration_X,Vibration_Y,Vibration_Z,Torque,Power_Output (kW),Fault_Condition,Operational_Mode,Defect_ID,Root_Cause,Troubleshooting_Steps,Severity,Remediation_Actions
2024-12-24 14:55:00,91.98815481717509,1960.6464989326769,21.71108529099073,0.8549522413727842,0.0245051093855949,0.455858743245028,83.8531927419746,81.99867424305012,2,Idle,60,Normal operation,No action required,Normal,No action required
2024-12-24 15:00:00,80.3316604940168,3718.093937212368,25.698698802436542,0.3390423916032996,0.4895689418016035,0.8921632310963167,145.868657622645,83.61646145612747,1,Idle,61,Normal operation,No action required,Normal,No action required
2024-12-24 15:05:00,70.37832373161602,1144.959798019743,17.745940003949052,0.2404840120916879,0.5350109418588,0.8301816582824928,50.42885318183282,36.692487079183735,1,Cruising,62,Normal operation,No action required,Normal,No action required
2024-12-24 15:10:00,75.69269117531583,3131.806016888345,21.14536458828113,0.3306631115301359,0.2433613477251422,0.7747335434637526,184.9409308076504,29.781386370286125,1,Heavy Load,63,Normal operation,No action required,Normal,No action required
2024-12-24 15:15:00,90.30471086174003,1187.4839894060178,26.78651114433719,0.7576329192331713,0.9197133145300532,0.0038611242033054,111.9563452819304,35.32847738294255,1,Cruising,64,Normal operation,No action required,Normal,No action required
2024-12-24 15:20:00,111.0913106296297,3132.069253013836,26.16004490206482,0.3595109502704142,0.128158837052372,0.0865591563001961,132.87344851315686,59.52909695348549,3,Cruising,65,Normal operation,No action required,Normal,No action required
2024-12-24 15:25:00,72.13635616453936,3882.4367880105983,27.937829749408564,0.5891814673438698,0.6718422149583898,0.4823979454917481,80.95785270666062,43.45233340385696,2,Cruising,66,Normal operation,No action required,Normal,No action required
2024-12-24 15:30:00,86.56642742058852,3370.942566584015,25.15821306701935,0.2337859369725073,0.7504672115051613,0.8627384582428738,111.1343253889107,86.49773472522833,3,Heavy Load,67,Normal operation,No action required,Normal,No action required
2024-12-24 15:35:00,87.61812562895949,3442.4670320193013,23.44030009774562,0.3079294168981655,0.1552453389540222,0.3342054711372273,167.18492720990326,94.95800356434576,1,Idle,68,Normal operation,No action required,Normal,No action required
2024-12-24 15:40:00,73.81645122241412,1399.6724613077467,23.477173046179,0.0423787128473273,0.1073423187154133,0.9471317982778384,195.850625508479,80.54285123770569,1,Heavy Load,69,Normal operation,No action required,Normal,No action required
2024-12-24 15:45:00,82.35955531313682,2895.935724465403,20.38227174599684,0.8480231993483822,0.3381408256964556,0.2725474609896519,177.56126539709635,55.31123299313095,0,Heavy Load,70,Normal operation,No action required,Normal,No action required
2024-12-24 15:50:00,118.53613535786076,2518.9987542205927,20.364888125853447,0.6814570853554778,0.4299160769693033,0.742279162138696,112.6979591227166,80.46217671498371,1,Idle,71,Normal operation,No action required,Normal,No action required
2024-12-24 15:55:00,109.16838355188672,3903.9682680429783,19.92219477449145,0.6651231103298341,0.1388109404075524,0.7531108121603105,66.40400893224644,59.36664869261513,2,Heavy Load,72,Normal operation,No action required,Normal,No action required
2024-12-24 16:00:00,90.5733305946234,1667.5636282527078,26.766870575879004,0.8328154663249678,0.9943149045013966,0.0161994877785119,112.10957143400162,77.06290845238775,1,Cruising,73,Normal operation,No action required,Normal,No action required
2024-12-24 16:05:00,71.53661598753585,2828.954152023559,23.0275522367527,0.250399311911618,0.681474402814207,0.1180691948000604,69.03081335796713,89.02598538416692,0,Idle,74,Normal operation,No action required,Normal,No action required
2024-12-24 16:10:00,63.21626047640668,1312.2076606989808,19.4361376259736,0.300666646467897,0.5763665258276799,0.418981986314211,181.35393797759227,25.23502370638954,3,Cruising,75,Normal operation,No action required,Normal,No action required
2024-12-24 16:15:00,107.54334319617766,2563.54822210408,22.79764213832916,0.2695423910827478,0.8416876677526651,0.3213160143125891,55.72080110581098,26.446797450106345,3,Idle,76,Normal operation,No action required,Normal,No action required
2024-12-24 16:20:00,95.75726353213398,2329.3147781393145,24.06925357895249,0.7692280210815357,0.2646972839691073,0.9864805482874094,190.73602226679708,86.12005492760576,2,Heavy Load,77,Normal operation,No action required,Normal,No action required
2024-12-24 16:25:00,119.2899254936473,3002.981556493902,15.803283751602743,0.8096816761813163,0.3265330625950245,0.9894509237253514,89.55397222952837,33.43470807481761,2,Idle,78,Normal operation,No action required,Normal,No action required
2024-12-24 16:30:00,66.11134537395323,1147.1535388200557,27.49721120379024,0.3248981865901346,0.124691575600574,0.3320431282555486,136.7596333394975,80.83235007360118,2,Cruising,79,Normal operation,No action required,Normal,No action required
2024-12-24 16:35:00,118.81455256511708,1908.2864203386744,22.009561893086627,0.5990757932416231,0.5926984105503769,0.0014621771701561,154.34576725627218,43.03194763608072,1,Heavy Load,80,Normal operation,No action required,Normal,No action required
2024-12-24 16:40:00,108.3394467701317,3093.477447568705,26.548968467864164,0.6775630369260424,0.5642825839094878,0.5621198232716608,122.46967088766856,38.891586892567,0,Cruising,81,Normal operation,No action required,Normal,No action required
2024-12-24 16:45:00,64.87223164328333,2855.781875329505,28.861461019559236,0.957321304434269,0.2642901752229424,0.659473792094811,95.59846537295954,88.38313730849005,0,Idle,82,Bearing misalignment,Bearing inspection performed,Warning,Bearing replaced
2024-12-24 16:50:00,66.88888697249345,3734.411448528266,21.52327665510829,0.7045326278794501,0.8854482650034939,0.1923594410041468,98.34416256342666,44.3805909495789,2,Idle,83,Normal operation,No action required,Normal,No action required
2024-12-24 16:55:00,69.89504159940287,3961.19873926678,26.843527633833126,0.0486436333715107,0.8236293678033393,0.5083835903778138,55.3184629745528,68.47862639647602,1,Idle,84,Normal operation,No action required,Normal,No action required
2024-12-24 17:00:00,113.0427560141072,2995.4472556273413,27.55133704905447,0.7290797314400217,0.7404513654126276,0.5585670376402013,129.5788966838437,47.905188852462,2,Cruising,85,Normal operation,No action required,Normal,No action required
2024-12-24 17:05:00,92.79597573984483,1908.6165034545895,23.86709177882154,0.3487872280492899,0.3406605991384484,0.9005600970300607,160.67249971768885,79.78932115885341,0,Cruising,86,Normal operation,No action required,Normal,No action required
2024-12-24 17:10:00,76.39103738250894,3940.1021889315366,23.7160979678729,0.8061593185388632,0.6566260315535835,0.7685389998138933,79.9294154556002,86.563226934841,1,Heavy Load,87,Normal operation,No action required,Normal,No action required
2024-12-24 17:15:00,84.7764735246185,2343.470446947863,22.44990425688421,0.5243418995253568,0.2272905762671194,0.530626260436703,121.18378556867096,37.74370028569106,1,Heavy Load,88,Normal operation,No action required,Normal,No action required
2024-12-24 17:20:00,99.12220043717284,2009.0457090515376,25.872328233032217,0.5358863340134656,0.3384580522396598,0.1982588805640979,189.5988579601745,69.70468928835535,0,Idle,89,Normal operation,No action required,Normal,No action required
2024-12-24 17:25:00,63.19398513311924,1670.3586133703525,21.687932340926555,0.5133946701928569,0.5945685528949181,0.9892021133898568,186.21229237080072,30.67762598220302,1,Heavy Load,90,Normal operation,No action required,Normal,No action required
2024-12-24 17:30:00,100.9592639982229,2528.307761743007,29.89482842799037,0.2480681738067044,0.582815362684726,0.0040661919474235,72.53584498753933,82.79373429871018,3,Heavy Load,91,Normal operation,No action required,Normal,No action required
2024-12-24 17:35:00,102.56872155635112,1178.1780338381288,18.5996644785686,0.2506041608123467,0.3123897791685596,0.889392048728735,128.28223118623202,60.405790043237616,0,Idle,92,Normal operation,No action required,Normal,No action required
2024-12-24 17:40:00,94.608426810473,2407.814065457075,15.908354881553285,0.3036658553158357,0.8057446661323551,0.6922750816714647,169.53777566656538,52.14384520659488,1,Cruising,93,Normal operation,No action required,Normal,No action required
2024-12-24 17:45:00,87.39396889165991,3832.896554098676,26.94508717927353,0.226527115163976,0.8824195902647275,0.7532297016001059,168.74182679599528,28.72760652500527,3,Idle,94,Normal operation,No action required,Normal,No action required
2024-12-24 17:50:00,78.01955720088189,2444.5561915751737,17.219325403551064,0.7585059198194213,0.7422184937155637,0.8948773309025753,128.494546075927,45.38314196796663,3,Heavy Load,95,Normal operation,No action required,Normal,No action required
2024-12-24 17:55:00,73.54798769556828,2000.01716045096,18.48207029689172,0.0023273839376427,0.8155096900877383,0.3581668349481428,91.933045797567,60.484737976969896,1,Cruising,96,Normal operation,No action required,Normal,No action required
2024-12-24 18:00:00,79.87079340440866,1912.3859547791485,28.60038075523985,0.1531994119439566,0.5527408792552446,0.5899326011093444,145.89359411570393,22.69690672700949,3,Cruising,97,Normal operation,No action required,Normal,No action required
2024-12-24 18:05:00,74.39188535044714,2274.2198199234545,24.64979457814277,0.1793565946323059,0.0520991612796994,0.049716205509907,66.81997486767149,39.48987013700928,0,Cruising,98,Normal operation,No action required,Normal,No action required
2024-12-24 18:10:00,64.17960436032178,2019.1079334491772,27.38103459781372,0.7591387059610087,0.9612967677694212,0.1672366806617709,199.9094023316061,37.84491226574657,1,Cruising,99,Normal operation,No action required,Normal,No action required
2024-12-24 18:15:00,90.25038224266594,1066.2411707298909,25.735531143503948,0.1904058601917675,0.505934814325567,0.4253123915458309,93.35246142745656,29.85549037890233,0,Cruising,100,Normal operation,No action required,Normal,No action required
2024-12-24 18:20:00,70.3041999900292,3585.761509565006,17.349396477460626,0.4490966635998681,0.3440509722581988,0.9601938661723224,149.67747886340388,31.211060452577648,0,Heavy Load,101,Normal operation,No action required,Normal,No action required
2024-12-24 18:25:00,97.96798997263616,1938.902341281865,29.956265586153638,0.8072235243554065,0.0876794114667497,0.7900867591490911,59.437535945282775,78.7182936440838,3,Cruising,102,Normal operation,No action required,Normal,No action required
2024-12-24 18:30:00,110.95616879321489,2261.358046871327,27.217844790936415,0.0420583042697534,0.4922920434083907,0.3878578618058913,101.22816462358232,35.082662356442285,2,Idle,103,Normal operation,No action required,Normal,No action required
2024-12-24 18:35:00,96.6090095377966,2983.4093164277765,17.122468295969796,0.6899323168008391,0.3857106801406585,0.2734819453230653,186.4362889386325,43.79795218417715,0,Idle,104,Normal operation,No action required,Normal,No action required
2024-12-24 18:40:00,85.18630828237158,1026.5379640853023,16.044537950225894,0.709315849366332,0.9350986796242998,0.1715721605211474,55.99626886833574,43.101654070678606,3,Idle,105,Normal operation,No action required,Normal,No action required
2024-12-24 18:45:00,108.74033886644324,3435.753382542058,23.70180194480097,0.9554046029372868,0.8089264498049955,0.5535330528952267,177.864550286028,96.64984110553922,0,Cruising,106,Bearing misalignment,Bearing inspection performed,Warning,Bearing replaced
2024-12-24 18:50:00,91.10945911389572,3217.126002144275,20.85281654524461,0.6666811855781299,0.7053260442322742,0.0459795115666178,98.89498342942748,25.79069723031731,1,Cruising,107,Normal operation,No action required,Normal,No action required
2024-12-24 18:55:00,114.5552458062698,3623.572895960096,28.385572901548485,0.726188881019386,0.8880022877566441,0.9738505562874032,142.66899846303212,56.523468946314594,3,Idle,108,Normal operation,No action required,Normal,No action required
2024-12-24 19:00:00,75.75602942971463,3651.402576823168,23.107063053702664,0.5715095852323911,0.8774246493778988,0.7388400021062209,75.07559811883522,79.27326213369497,1,Heavy Load,109,Normal operation,No action required,Normal,No action required
2024-12-24 19:05:00,77.38081171932879,3862.215554656195,24.919515572337424,0.2164551976063194,0.7252166741646623,0.4047690097150762,52.31920002921378,50.44368892977943,1,Cruising,110,Normal operation,No action required,Normal,No action required
2024-12-24 19:10:00,70.28497613760577,3130.979335771068,25.41700517874976,0.543355872589053,0.3131054261203942,0.4478885064030604,73.7972856735973,39.42072413174471,2,Cruising,111,Normal operation,No action required,Normal,No action required
2024-12-24 19:15:00,97.46622495095296,1264.1544869901895,27.77051507288996,0.335052849920331,0.0436565043854962,0.2943626048808921,166.1900880128764,34.87026131303531,1,Cruising,112,Normal operation,No action required,Normal,No action required
2024-12-24 19:20:00,95.00212577192022,3968.805762385333,21.96794035182561,0.3329174336536907,0.8873776388682826,0.664965988279777,84.89506908691422,48.07292194113708,0,Heavy Load,113,Normal operation,No action required,Normal,No action required
2024-12-24 19:25:00,118.81701101464078,1782.054418882799,26.09801925938308,0.3685764613583178,0.016722593196205,0.3368786028275837,62.34058521803121,48.44351068142259,0,Heavy Load,114,Normal operation,No action required,Normal,No action required
2024-12-24 19:30:00,114.25902513434444,2656.102768008369,20.73727931225386,0.2006234589288115,0.6597288291992109,0.2770544610715101,61.25102370159369,73.75941555001751,3,Idle,115,Normal operation,No action required,Normal,No action required
2024-12-24 19:35:00,63.81721206969387,1917.3638838584704,24.42417918972888,0.2535871084975413,0.1706995684989519,0.4806438147179339,128.095866885468,53.16210957681246,0,Idle,116,Normal operation,No action required,Normal,No action required
2024-12-24 19:40:00,60.03801580316588,3120.2866930841647,24.481766426070937,0.0081239861709795,0.8286864364428844,0.3996003436893948,62.67910567734324,49.621977044866114,2,Heavy Load,117,Normal operation,No action required,Normal,No action required
2024-12-24 19:45:00,100.37554291561769,3051.39825078416,22.789176899945616,0.5983289170365933,0.0830164476054584,0.2535879145249572,179.7938292818502,73.35072023947875,1,Idle,118,Normal operation,No action required,Normal,No action required
2024-12-24 19:50:00,115.09250272294932,2216.8767968759644,19.165134018074504,0.9345511876325042,0.7320515618497075,0.0260138058400709,70.56074446634001,54.13631588617238,1,Cruising,119,Bearing misalignment,Bearing inspection performed,Warning,Bearing replaced
2024-12-24 19:55:00,104.88437415272573,2146.4460935478355,29.475368153221197,0.7341735028858276,0.4897026629958627,0.6549932679578683,157.0523396004013,44.76078569389059,1,Cruising,120,Normal operation,No action required,Normal,No action required
2024-12-24 20:00:00,87.49242946684889,3687.339368924747,20.78070221155679,0.0142242026360859,0.366228250121038,0.1651702939054818,160.20976305697403,76.63920212121138,2,Cruising,121,Normal operation,No action required,Normal,No action required
2024-12-24 20:05:00,113.78945802288932,2519.017017520076,23.626154717097123,0.5576685883507585,0.5032559272394659,0.2126577253136885,148.0795827650973,62.89942932834134,2,Idle,122,Normal operation,No action required,Normal,No action required
2024-12-24 20:10:00,89.06164791644231,3986.5537082075593,24.876709667345384,0.7262494467660296,0.1076743261519367,0.0161207200144857,84.79337483426208,63.098194799052365,3,Idle,123,Normal operation,No action required,Normal,No action required
2024-12-24 20:15:00,89.45199728472278,2179.052689791971,28.07903519170865,0.2275067609811105,0.3799540258506825,0.2521522989942245,95.40388587062174,75.75076174718248,0,Heavy Load,124,Normal operation,No action required,Normal,No action required
2024-12-24 20:20:00,99.37645046137705,3990.9182228148993,20.056402975619115,0.0248778027670264,0.1010281596152863,0.2257301645185279,61.32534636417313,25.96560229885882,1,Idle,125,Normal operation,No action required,Normal,No action required
2024-12-24 20:25:00,115.25324653533988,2719.7378212196472,15.322135622005671,0.8621081793341788,0.5699104940113346,0.2772146529799346,197.81726762804,21.56356428482266,3,Cruising,126,Normal operation,No action required,Normal,No action required
